Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info,More Code Info
Biologics,No,,86785,Terminated,"American National Red Cross, Penn Jersey Region",700 Spring Garden St,,Philadelphia,PA,"	19123-3508",United States,Voluntary: Firm initiated,Telephone,North Carolina; Pennsylvania; District of Columbia; New York; Maine; New Jersey; Virginia; California,B-0087-2021,Class II,PF24 Plasma,295 units,"Blood products, for which the donor's arm preparation may have lacked maximal assurance of sterility, were distributed.",2/7/20,12/2/20,12/2/20,12/9/20,W202219625735007; W20221962573900*; W202219625808005; W202219625809003; W202219625814009; W202219625818001; W202219625822009; W20221962588500G; W20221962588700C; W20221962588800A; W20221962589000M; W20221962589500C; W20221962590700*; W20221962590800Y; W20221962598200E; W202219625985008; W202219625986006; W20221965730400*; W20221965730600W; W20221965909300V; W20221965910300M; W20221965910700E; W202219659142008; W202219659143006; W20221965915700V; W202219659161002; W20221966230000I; W20221966230200E; W202219662314006; W20221966392200G; W20221966984100X; W20221966985200R; W202219670715009; W202219672899003; W202219672922000; W20221967292500V; W20221967359800D; W20221967404900I; W20221967699300H; W202219676998007; W202219678198002; W202219678694007; W20221967954200N; W20221968071700A; W20221968072200G; W202219680735006; W202219682520004; W20221968252300Z; W20221968254700J; W20221968254900F; W20221968706500C; W202219687068006; W20221968711400Q; W20221968712200Q; W20221968712500K; W20221968713500G; W20221968848400W; W202219690095006; W20221969012100Y; W202219657302003; W20221962599200A; W202219682511006; W20221965910400K; W20221965913300A; W202219659145002; W202219659145002; W202219659162000; W20221966230300C; W202219662313008; W202219667306000; W20221967071300D; W202219672899003; W202219672921002; W20221967360100I; W20221967406100Q; W202219678188006; W202219678200009; W20221967955000N; W20221968070400K; W20221968072300E; W20221968074100A; W20221968252800P; W20221968254100V; W20221968706200I; W20221968708000E; W20221968711700K; W20221968712600I; W20221968712900C; W20221968849300U; W202219625735007; W20221962573900*; W202219625808005; W202219625809003; W202219625814009; W202219625818001; W202219625822009; W20221962588500G; W20221962588700C; W20221962588800A; W20221962589000M; W20221962589400E; W20221962589500C; W20221962590800Y; W20221962598200E; W202219625985008; W202219625986006; W20221962599200A; W202219657302003; W20221965730400*; W20221965908800P; W20221965909300V; W20221965910300M; W20221965910400K; W20221965910700E; W20221965913300A; W202219659142008; W202219659143006; W202219659145002; W202219659153002; W20221965915700V; W202219659161002; W202219659162000; W20221966230000I; W20221966230200E; W20221966231000E; W202219662313008; W202219662314006; W20221966636900N; W20221966735400L; W20221966984100X; W20221966985200R; W20221967071300D; W202219670715009; W202219672899003; W202219672921002; W202219672922000; W20221967292500V; W20221967359800D; W20221967360100I; W20221967404900I; W20221967406100Q; W20221967699300H; W202219676998007; W202219678188006; W202219678198002; W202219678200009; W202219678694007; W20221967954200N; W20221967955000N; W20221968070400K; W20221968071700A; W20221968072200G; W20221968072300E; W202219680735006; W20221968074100A; W202219682511006; W202219682520004; W20221968252300Z; W20221968252800P; W20221968254100V; W20221968254900F; W20221968706200I; W20221968706500C; W202219687068006; W20221968708000E; W20221968711400Q; W20221968711700K; W20221968712200Q; W20221968712500K; W20221968712600I; W20221968712900C; W20221968713500G; W20221968848400W; W20221968849300U; W202219690095006; W20221969059900W; W20221969188200A; W202219692006008; W202219692007006; W202219692017002; W20221969201900Z; W20221969202100A; W20221969218900*; W20221969219100B; W202219692192009; W202219692193007; W20221969219700*; W20221969219800Y; W20221969219900W; W20221969220300Z; W20221969220600T; W20221969220900N; W20221969221300V; W20221969221500R; W20221969221600P; W20221969302300R; W20221969302800H; W20221969303000T; W20221969318400U; W20221969396200F; W20221969397100D; W202219693985001; W20221969462900P; W20221969463800N; W20221969464900H; W20221969465000V; W20221969517800V; W20221969518400Z; W20221970007700C; W202219702040006; W202219702042002; W202219702043000; W20221970512400O; W202219705840005; W20221970584400Y; W20221970585100*; W20221970585700O; W20221970713800H; W202219707159007; W20221970801900F; W20221970802400L; W20221970802600H; W202 21970802800D; W20221970803000P; W202219708039007; W20221970920700S; W20221970921200Y; W20221970921600Q; W202219710837006; W20221971168800L; W20221971168900J; W20221971169100V; W20221971250700A; W20221971252200C; W202219712525006; W202219714055002; W20221971812000Q; W20221972320900J; W20221972321600L; W20221972468600J; W20221972468900D; W20221972469100P; W20221972666700U; W20221972666800S; W20221972667400W; W20221972722400V; W20221972839200K; W202219728412007; W20221973223800U; W20221973223900S; W202219732241003; W20221973225200Y; W20221973225800M; W20221973225900K; W20221973313600Q; W20221973405100K; W20221973758800H; W20221973759400L; W20221973759700F; W20221973759900B; W20221973853400T; W20221973853800L; W20221973854500N; W20221973854600L; W20221973855200P; W20221973855300N; W20221973855600H; W20221973855700F; W20221973855700F; W20221974101900*; W202219741022009; W202219741031007; W20221974103500*; W20221974103600Y; W20222076400800C; W202220769589006; W20222076959200G; W20222076959300E; W202220769604003; W20222076962800O; W20222076963600O; W20222076963900I; W20222076965200O; W20222076966100M; W20222076970600S; W20222076971900I; W20222077253000D; W202220772532009; W202220773736006; W202220776082002; W202220776320006; W20222077712400Z; W20222077712500X; W20222077883900N; W20222078073800I,
Biologics,No,,86785,Terminated,"American National Red Cross, Penn Jersey Region",700 Spring Garden St,,Philadelphia,PA,"	19123-3508",United States,Voluntary: Firm initiated,Telephone,North Carolina; Pennsylvania; District of Columbia; New York; Maine; New Jersey; Virginia; California,B-0088-2021,Class II,Fresh Frozen Plasma,38 units,"Blood products, for which the donor's arm preparation may have lacked maximal assurance of sterility, were distributed.",2/7/20,12/2/20,12/2/20,12/9/20,W20221962574700*; W20221962582100B; W20221965732300U; W20221966735400L; W202219679567005; W202219657311001; W20221965908800P; W20221966636900N; W20221969013200S; W20221962574700*; W20221962582100B; W20221962590700*; W20221965730600W; W202219657311001; W20221965732300U; W20221966392200G; W202219667306000; W202219679567005; W20221968254700J; W20221969012100Y; W20221969013200S; W20221969014000S; W202219691878002; W202219693984003; W20221970586800I; W20221971813100K; W202219720043005; W202219721342004; W20221972136400T; W202219724724002; W20221972667600S; W20221972667700Q; W20221973054900W; W20221973054900W; W20221973054900W; W20221973054900W; W20222077609500T; W20222077885500N,
Biologics,No,,86785,Terminated,"American National Red Cross, Penn Jersey Region",700 Spring Garden St,,Philadelphia,PA,"	19123-3508",United States,Voluntary: Firm initiated,Telephone,North Carolina; Pennsylvania; District of Columbia; New York; Maine; New Jersey; Virginia; California,B-0089-2021,Class II,Apheresis Red Blood Cells Leukocytes Reduced,67 units,"Blood products, for which the donor's arm preparation may have lacked maximal assurance of sterility, were distributed.",2/7/20,12/2/20,12/2/20,12/9/20,W202219714060008; W20221971808600Z; W20221971808600Z; W20221971808900T; W20221971808900T; W202219718093000; W202219718093000; W20221971809400Z; W20221971809400Z; W20221971809700T; W20221971809700T; W20221971810000Y; W20221971810000Y; W20221971810300S; W20221971810400Q; W20221972004800W; W20221972004800W; W20221972005700U; W20221972005700U; W20221972006200*; W20221972006200*; W20221973311700W; W20221973311700W; W20221973312600U; W20221973312600U; W20221973403800E; W20221973403800E; W20221973406300C; W20221973406300C; W202219735700007; W202219735700007; W20221973571800O; W20221973571800O; W20221973759000T; W20221973759000T; W20221973760000K; W20221973760000K; W20221974102100B; W20221974102100B; W202219741040005; W202219741040005; W202219741042001; W202219741042001; W20222076401000O; W20222076401000O; W20222076401200K; W20222076401200K; W20222076712600Q; W20222076712600Q; W20222076971500Q; W20222076971500Q; W20222077253800Y; W20222077634100X; W20222077713800N; W20222077713900L; W20222077713900L; W20222077715500L; W20222077715500L; W20222077884300V; W20222077884300V; W202220779847007; W20222077986100B; W20222078073400Q; W20222078073400Q; W20222078076000M; W20222078076000M; W20222078076100K,
Biologics,No,,86785,Terminated,"American National Red Cross, Penn Jersey Region",700 Spring Garden St,,Philadelphia,PA,"	19123-3508",United States,Voluntary: Firm initiated,Telephone,North Carolina; Pennsylvania; District of Columbia; New York; Maine; New Jersey; Virginia; California,B-0090-2021,Class II,Whole Blood Leukocytes Reduced,1 unit,"Blood products, for which the donor's arm preparation may have lacked maximal assurance of sterility, were distributed.",2/7/20,12/2/20,12/2/20,12/9/20,W20222076947500Q,
Biologics,No,,86785,Terminated,"American National Red Cross, Penn Jersey Region",700 Spring Garden St,,Philadelphia,PA,"	19123-3508",United States,Voluntary: Firm initiated,Telephone,North Carolina; Pennsylvania; District of Columbia; New York; Maine; New Jersey; Virginia; California,B-0091-2021,Class II,Red Blood Cells Leukocytes Reduced Irradiated,9 units,"Blood products, for which the donor's arm preparation may have lacked maximal assurance of sterility, were distributed.",2/7/20,12/2/20,12/2/20,12/9/20,W20221971811500K; W20221973405500C; W20221973856100N ; W20221973856100N; W20222076959300E; W20222077608800R; W20222077714800J; W20222077715400N; W20222077883900N,
Drugs,No,,86786,Ongoing,Golden State Medical Supply Inc.,5187 Camino Ruiz,,Camarillo,CA,"	93012-8601",United States,Voluntary: Firm initiated,Letter,Distributed Nationwide in the USA,D-0112-2021,Class II,"ARIPIPRAZOLE TABLETS, 15 mg, 30-count. bottles, Rx Only, GSMS Incorporated, Manufactured by: Apotex Inc. Toronto, Ontario, Canada, Packaged by GSMS, Incorporated, Camarillo, CA 93012 USA, NDC #60429-449-30","11,922 bottles",FAILED DISSOLUTION SPECIFICATIONS: Possibility of out-of-specification (OOS) dissolution limits for the remaining shelf life of the Aripiprazole Tablets,11/17/20,11/30/20,,12/9/20,"Lot #: GS026353, GS027150, GS027653, GS028044, Exp. Date: 02/2021",
Drugs,No,,86787,Ongoing,The Harvard Drug Group,17177 N Laurel Park Dr Ste 233,,Livonia,MI,"	48152-3951",United States,Voluntary: Firm initiated,Letter,Nationwide,D-0114-2021,Class II,"Aripiprazole Tablets, USP, 15 mg, 30 tablets per unit dose carton, Rx Only, Manufactured by: Apotex, Inc, Toronto, Ontario Canada M9L 1T9, Distributed by: Major Pharmaceuticals, 17177 N. Laurel Park Dr., Suite 233, Livonia, MI 48152 USA, NDC 0904-6512-04",841 cartons,Failed Dissolution Specifications: Out of specification for dissolution.,11/18/20,12/1/20,,12/9/20,"Lots: T02520, T02637, exp 02/2021",
Biologics,No,,86789,Terminated,"OneBlood, Inc.",10100 Dr Martin Luther King Jr St N,,St Petersburg,FL,"	33716-3806",United States,Voluntary: Firm initiated,Telephone,Florida,B-0057-2021,Class II,"Apheresis Red Blood Cells, Leukocytes Reduced",2 units,"Leukoreduced, Apheresis Red Blood Cells, which were labeled as leukoreduced but were not tested to verify white blood cell count, were distributed.",11/2/20,12/1/20,12/1/20,12/9/20,W036820640412 (Double Collection),
Biologics,No,,86791,Terminated,"OneBlood, Inc.",10100 Dr Martin Luther King Jr St N,,St Petersburg,FL,"	33716-3806",United States,Voluntary: Firm initiated,,Florida,B-0059-2021,Class II,"Apheresis Platelets, Platelet Additive Solution Added, Leukocytes Reduced",1 unit,"Leukoreduced, Apheresis Platelets, Platelet Additive Solution Added, which were labeled as leukoreduced but were not tested to verify white blood cell count, were distributed.",11/6/20,12/1/20,12/1/20,12/9/20,W036820851116,
Biologics,No,,86794,Terminated,American National Red Cross (the),825 John St,,West Henrietta,NY,"	14586-9790",United States,Voluntary: Firm initiated,Telephone,Virginia,B-0061-2021,Class II,"Apheresis Platelets, Leukocytes Reduced",1 unit,"Leukoreduced, Apheresis Platelets, which were labeled as leukoreduced but were not tested to verify white blood cell count, were distributed.",6/13/20,12/1/20,12/1/20,12/9/20,W200120802711,
Devices,No,,86798,Ongoing,"VEO DIAGNOSTICS, LLC",422 Wards Corner Rd,,Loveland,OH,"	45140-6964",United States,Voluntary: Firm initiated,Letter,"US Nationwide distribution including in the states of IA, PA, WA.",Z-0510-2021,Class II,"ACCEL ELISA COVID-19 for the detection of total antibodies to SARS-CoV-2  Catalog AE301U    Kit lots: PXCOV073020, PXCOV081220  Expiration dates: January 18, 2021 and January 26, 2021",15 kits,Emergency Use Authorization (EUA) removed from list of COVID-19 antibody tests,11/5/20,12/1/20,,12/9/20,"Kit lots: PXCOV073020, PXCOV081220  Expiration dates: January 18, 2021 and January 26, 2021",
Biologics,No,,86806,Ongoing,Medline Industries Inc,3 Lakes Dr,,Northfield,IL,"	60093-2753",United States,Voluntary: Firm initiated,E-Mail,US: Florida,B-0062-2021,Class II,"Influenza Vaccine, Fluzone, High Dose, Quadrivalent, 0.7 ml, single dose, pre-filled syringe, NDC 49281-120-65    All 43 boxes (10 prefilled syringes per box, 430 doses total)    Number of units packed per shipping carton/case: 10",430 units; 43 boxes of 10 pre-filled syringes,"A single lot of Influenza Vaccine, Fluzone, High Dose, Quadrivalent, 0.7 ml, single dose, pre-filled syringe, was shipped outside of the specified storage temperature range.",11/6/20,11/27/20,,12/9/20,Lot: UJ541AA,
Biologics,No,,86810,Terminated,American National Red Cross,Central Ohio Region,995 E Broad St,Columbus,OH,"	43205-1322",United States,Voluntary: Firm initiated,Telephone,Ohio,B-0074-2021,Class II,"Apheresis Platelets, Leukocytes Reduced, Irradiated",3 units,"Plateletpheresis products in which quality control for residual white blood cell count testing was not performed, were distributed.  ",9/15/20,12/1/20,12/1/20,12/9/20,W20502085859600G (triple collection),
Biologics,No,,86811,Terminated,American National Red Cross,3131 N Vancouver Ave,,Portland,OR,"	97227-1560",United States,Voluntary: Firm initiated,Telephone,Oregon,B-0075-2021,Class II,"Apheresis Platelets, Leukocytes Reduced",2 units,"Plateletpheresis products in which quality control for residual white blood cell count testing was not performed, were distributed.  ",9/3/20,12/1/20,12/1/20,12/9/20,W202120827906 (double collection),
Biologics,No,,86812,Terminated,American National Red Cross (The) - North Central Region,100 Robert St S,,Saint Paul,MN,"	55107-1411",United States,Voluntary: Firm initiated,,Minnesota,B-0076-2021,Class II,"Red Blood Cells, Leukocytes Reduced, Irradiated",1 unit,"Misbranded Red Blood Cell product, was distributed.  ",9/4/20,12/1/20,12/1/20,12/9/20,W201715348607,
Biologics,No,,86813,Terminated,Innovative Blood Resources d.b.a. Nebraska Community Blood Bank,100 N 84th St,,Lincoln,NE,"	68505-3101",United States,Voluntary: Firm initiated,,Nebraska,B-0077-2021,Class II,"Red Blood Cells, Leukocytes Reduced",1 unit,"Blood products, collected from a donor who previously tested positive for the antibody to Hepatitis B core Antigen on more than one occasion and not properly re-entered, were distributed.  ",5/6/20,12/2/20,12/2/20,12/9/20,W087919308207,
Biologics,No,,86813,Terminated,Innovative Blood Resources d.b.a. Nebraska Community Blood Bank,100 N 84th St,,Lincoln,NE,"	68505-3101",United States,Voluntary: Firm initiated,,Nebraska,B-0078-2021,Class II,Pooled Cryoprecipitated AHF,1 unit,"Blood products, collected from a donor who previously tested positive for the antibody to Hepatitis B core Antigen on more than one occasion and not properly re-entered, were distributed.  ",5/6/20,12/2/20,12/2/20,12/9/20,W087919100717,
Biologics,No,,86819,Terminated,American Red Cross Blood Services - Massachusetts Region,180 Rustcraft Rd,,Dedham,MA,"	02026-4558",United States,Voluntary: Firm initiated,Telephone,Massachusetts,B-0079-2021,Class II,"Apheresis Platelets, Platelet Additive Solution Added, Leukocytes Reduced",1 unit,"Plateletpheresis product in which quality control for white blood cell count testing was not performed, was distributed.  ",9/24/20,12/1/20,12/1/20,12/9/20,W200420888128,
Biologics,No,,86820,Terminated,"American National Red Cross (The), Lewis and Clark Region",6616 S 900 E,,Salt Lake City,UT,"	84121-2492",United States,Voluntary: Firm initiated,Telephone,Oregon; Idaho,B-0080-2021,Class II,"Red Blood Cells, Leukocytes Reduced",2 units,"Red Blood Cell products, for which syphilis testing was not performed, were distributed.",7/16/20,12/1/20,12/1/20,12/9/20,W202020169162; W202120077695,
Biologics,No,,86821,Terminated,American Red Cross Blood Services Mid Atlantic Region,611 W Brambleton Ave,,Norfolk,VA,"	23510-1004",United States,Voluntary: Firm initiated,Telephone,Virginia,B-0081-2021,Class II,"Apheresis Platelets, Leukocytes Reduced",1 unit,"Plateletpheresis product in which quality control for white blood cell count testing was not performed, was distributed.  ",8/20/20,12/1/20,12/1/20,12/9/20,W202920858093,
Biologics,No,,86822,Terminated,American National Red Cross (the),825 John St,,West Henrietta,NY,"	14586-9790",United States,Voluntary: Firm initiated,Telephone,New York,B-0082-2021,Class II,"Apheresis Platelets, Leukocytes Reduced",2 units,"Plateletpheresis products, identified as unsuitable due to a collection deviation or unexpected event, were distributed.",8/21/20,12/1/20,12/1/20,12/9/20,W203020864610 (double collection),
Biologics,No,,86823,Terminated,Medic Inc,1601 Ailor Ave,,Knoxville,TN,"	37921-6702",United States,Voluntary: Firm initiated,Letter,Tennessee,B-0083-2021,Class II,"Red Blood Cells, Leukocytes Reduced",1 unit,"Red Blood Cell product, collected from a donor who lived in a malarial endemic area, was distributed.  ",10/27/20,12/1/20,12/1/20,12/9/20,W071220025608,
Biologics,No,,86824,Terminated,American Red Cross Blood Services Heart of America Region,405 W John H Gwynn Jr Ave,,Peoria,IL,"	61605-2440",United States,Voluntary: Firm initiated,,Illinois,B-0084-2021,Class II,"Red Blood Cells, Leukocytes Reduced",1 unit,"Red Blood Cell product, for which donor eligibility was incomplete, was distributed.  ",9/25/20,12/1/20,12/1/20,12/9/20,W204019031970006,
